id_chamado,data_abertura,id_subtipo,tipo,id_bairro
16727611,2022-01-02,5071,Perturbação do sossego,128
16727617,2022-01-02,5071,Perturbação do sossego,25
16727632,2022-01-02,5071,Perturbação do sossego,36
16727634,2022-01-02,5071,Perturbação do sossego,38
16727640,2022-01-02,5071,Perturbação do sossego,36
16727651,2022-01-02,5071,Perturbação do sossego,38
16727687,2022-01-02,5071,Perturbação do sossego,128
16727725,2022-01-02,5071,Perturbação do sossego,99
16727726,2022-01-02,5071,Perturbação do sossego,139
16727732,2022-01-02,5071,Perturbação do sossego,99
16727738,2022-01-02,5071,Perturbação do sossego,101
16727784,2022-01-02,5071,Perturbação do sossego,38
16727802,2022-01-02,5071,Perturbação do sossego,101
16727807,2022-01-02,5071,Perturbação do sossego,24
16727825,2022-01-02,5071,Perturbação do sossego,148
16727833,2022-01-02,5071,Perturbação do sossego,128
16727837,2022-01-02,5071,Perturbação do sossego,31
16727882,2022-01-02,5071,Perturbação do sossego,29
16727886,2022-01-02,5071,Perturbação do sossego,31
16727899,2022-01-02,5071,Perturbação do sossego,49
16727903,2022-01-02,5071,Perturbação do sossego,21
16727910,2022-01-02,5071,Perturbação do sossego,31
16727922,2022-01-02,5071,Perturbação do sossego,45
16727926,2022-01-02,5071,Perturbação do sossego,17
16727934,2022-01-02,5071,Perturbação do sossego,146
16727943,2022-01-02,5071,Perturbação do sossego,29
16727957,2022-01-02,5071,Perturbação do sossego,26
16727961,2022-01-02,5071,Perturbação do sossego,17
16727977,2022-01-02,5071,Perturbação do sossego,128
16727994,2022-01-02,5071,Perturbação do sossego,132
16727998,2022-01-02,5071,Perturbação do sossego,65
16728002,2022-01-02,5071,Perturbação do sossego,121
16728020,2022-01-02,5071,Perturbação do sossego,151
16728023,2022-01-02,5071,Perturbação do sossego,149
16728039,2022-01-02,5071,Perturbação do sossego,24
16728044,2022-01-02,5071,Perturbação do sossego,144
16728050,2022-01-03,5071,Perturbação do sossego,151
16728055,2022-01-03,5071,Perturbação do sossego,20
16728057,2022-01-03,5071,Perturbação do sossego,20
16728058,2022-01-03,5071,Perturbação do sossego,20
16728064,2022-01-03,5071,Perturbação do sossego,14
16728065,2022-01-03,5071,Perturbação do sossego,
16728069,2022-01-03,5071,Perturbação do sossego,14
16728070,2022-01-03,5071,Perturbação do sossego,148
16728074,2022-01-03,5071,Perturbação do sossego,14
16728406,2022-01-03,5071,Perturbação do sossego,15
16728702,2022-01-03,5071,Perturbação do sossego,152
16728706,2022-01-03,5071,Perturbação do sossego,24
16728862,2022-01-03,5071,Perturbação do sossego,33
16729643,2022-01-03,5071,Perturbação do sossego,71
16729741,2022-01-03,5071,Perturbação do sossego,33
16729878,2022-01-03,5071,Perturbação do sossego,24
16729959,2022-01-03,5071,Perturbação do sossego,128
16730265,2022-01-03,5071,Perturbação do sossego,62
16730672,2022-01-03,5071,Perturbação do sossego,17
16730679,2022-01-03,5071,Perturbação do sossego,132
16730691,2022-01-03,5071,Perturbação do sossego,132
16730701,2022-01-03,5071,Perturbação do sossego,132
16730756,2022-01-03,5071,Perturbação do sossego,128
16730989,2022-01-03,5071,Perturbação do sossego,63
16731034,2022-01-03,5071,Perturbação do sossego,141
16731098,2022-01-03,5071,Perturbação do sossego,21
16731430,2022-01-03,5071,Perturbação do sossego,61
16731466,2022-01-03,5071,Perturbação do sossego,144
16731728,2022-01-03,5071,Perturbação do sossego,24
16731823,2022-01-03,5071,Perturbação do sossego,122
16731915,2022-01-03,5071,Perturbação do sossego,58
16732081,2022-01-03,5071,Perturbação do sossego,66
16732237,2022-01-03,5071,Perturbação do sossego,95
16732330,2022-01-03,5071,Perturbação do sossego,53
16732452,2022-01-03,5071,Perturbação do sossego,22
16732525,2022-01-03,5071,Perturbação do sossego,128
16732652,2022-01-03,5071,Perturbação do sossego,144
16732725,2022-01-03,5071,Perturbação do sossego,144
16732766,2022-01-03,5071,Perturbação do sossego,
16732779,2022-01-03,5071,Perturbação do sossego,14
16732791,2022-01-03,5071,Perturbação do sossego,144
16732815,2022-01-03,5071,Perturbação do sossego,89
16732849,2022-01-04,5071,Perturbação do sossego,74
16732871,2022-01-04,5071,Perturbação do sossego,116
16732943,2022-01-04,5071,Perturbação do sossego,119
16733459,2022-01-04,5071,Perturbação do sossego,63
16733499,2022-01-04,5071,Perturbação do sossego,63
16734154,2022-01-04,5071,Perturbação do sossego,139
16734475,2022-01-04,5071,Perturbação do sossego,48
16734554,2022-01-04,5071,Perturbação do sossego,128
16734678,2022-01-04,5071,Perturbação do sossego,26
16735196,2022-01-04,5071,Perturbação do sossego,144
16735463,2022-01-04,5071,Perturbação do sossego,23
16736061,2022-01-04,5071,Perturbação do sossego,90
16736090,2022-01-04,5071,Perturbação do sossego,
16736112,2022-01-04,5071,Perturbação do sossego,90
16736206,2022-01-04,5071,Perturbação do sossego,33
16736224,2022-01-04,5071,Perturbação do sossego,128
16736448,2022-01-04,5071,Perturbação do sossego,2
16736455,2022-01-04,5071,Perturbação do sossego,33
16736699,2022-01-04,5071,Perturbação do sossego,84
16736760,2022-01-04,5071,Perturbação do sossego,122
16736895,2022-01-04,5071,Perturbação do sossego,122
16737236,2022-01-04,5071,Perturbação do sossego,66
16737374,2022-01-04,5071,Perturbação do sossego,20
16737406,2022-01-04,5071,Perturbação do sossego,24
16737462,2022-01-04,5071,Perturbação do sossego,120
16737578,2022-01-04,5071,Perturbação do sossego,148
16737664,2022-01-04,5071,Perturbação do sossego,24
16737700,2022-01-04,5071,Perturbação do sossego,152
16737706,2022-01-04,5071,Perturbação do sossego,141
16737727,2022-01-04,5071,Perturbação do sossego,64
16737811,2022-01-04,5071,Perturbação do sossego,35
16737814,2022-01-04,5071,Perturbação do sossego,35
16737838,2022-01-04,5071,Perturbação do sossego,132
16737863,2022-01-04,5071,Perturbação do sossego,114
16737867,2022-01-04,5071,Perturbação do sossego,33
16737894,2022-01-04,5071,Perturbação do sossego,84
16737917,2022-01-04,5071,Perturbação do sossego,20
16737928,2022-01-04,5071,Perturbação do sossego,45
16737958,2022-01-04,5071,Perturbação do sossego,7
16737963,2022-01-04,5071,Perturbação do sossego,139
16738014,2022-01-05,5071,Perturbação do sossego,148
16738065,2022-01-05,5071,Perturbação do sossego,144
16738067,2022-01-05,5071,Perturbação do sossego,144
16738120,2022-01-05,5071,Perturbação do sossego,109
16738131,2022-01-05,5071,Perturbação do sossego,28
16738196,2022-01-05,5071,Perturbação do sossego,131
16738999,2022-01-05,5071,Perturbação do sossego,41
16739000,2022-01-05,5071,Perturbação do sossego,24
16739284,2022-01-05,5071,Perturbação do sossego,24
16739658,2022-01-05,5071,Perturbação do sossego,89
16740106,2022-01-05,5071,Perturbação do sossego,76
16740523,2022-01-05,5071,Perturbação do sossego,110
16740636,2022-01-05,5071,Perturbação do sossego,63
16740798,2022-01-05,5071,Perturbação do sossego,23
16741143,2022-01-05,5071,Perturbação do sossego,124
16741358,2022-01-05,5071,Perturbação do sossego,147
16741673,2022-01-05,5071,Perturbação do sossego,121
16741775,2022-01-05,5071,Perturbação do sossego,
16741789,2022-01-05,5071,Perturbação do sossego,18
16741793,2022-01-05,5071,Perturbação do sossego,18
16741861,2022-01-05,5071,Perturbação do sossego,122
16741990,2022-01-05,5071,Perturbação do sossego,37
16742148,2022-01-05,5071,Perturbação do sossego,82
16742164,2022-01-05,5071,Perturbação do sossego,90
16742328,2022-01-05,5071,Perturbação do sossego,101
16742350,2022-01-05,5071,Perturbação do sossego,66
16742369,2022-01-05,5071,Perturbação do sossego,132
16742392,2022-01-05,5071,Perturbação do sossego,101
16742518,2022-01-05,5071,Perturbação do sossego,153
16742523,2022-01-05,5071,Perturbação do sossego,128
16742567,2022-01-05,5071,Perturbação do sossego,10
16742573,2022-01-05,5071,Perturbação do sossego,10
16742621,2022-01-05,5071,Perturbação do sossego,65
16742683,2022-01-05,5071,Perturbação do sossego,20
16742707,2022-01-05,5071,Perturbação do sossego,99
16742728,2022-01-05,5071,Perturbação do sossego,128
16742839,2022-01-06,5071,Perturbação do sossego,17
16742949,2022-01-06,5071,Perturbação do sossego,20
16743306,2022-01-06,5071,Perturbação do sossego,36
16743904,2022-01-06,5071,Perturbação do sossego,38
16744015,2022-01-06,5071,Perturbação do sossego,26
16744805,2022-01-06,5071,Perturbação do sossego,144
16744863,2022-01-06,5071,Perturbação do sossego,54
16745160,2022-01-06,5071,Perturbação do sossego,144
16745266,2022-01-06,5071,Perturbação do sossego,22
16745300,2022-01-06,5071,Perturbação do sossego,5
16745416,2022-01-06,5071,Perturbação do sossego,25
16745507,2022-01-06,5071,Perturbação do sossego,25
16745550,2022-01-06,5071,Perturbação do sossego,115
16745711,2022-01-06,5071,Perturbação do sossego,122
16745901,2022-01-06,5071,Perturbação do sossego,69
16745924,2022-01-06,5071,Perturbação do sossego,22
16746032,2022-01-06,5071,Perturbação do sossego,69
16746040,2022-01-06,5071,Perturbação do sossego,
16746052,2022-01-06,5071,Perturbação do sossego,69
16746234,2022-01-06,5071,Perturbação do sossego,20
16746247,2022-01-06,5071,Perturbação do sossego,128
16746332,2022-01-06,5071,Perturbação do sossego,73
16746478,2022-01-06,5071,Perturbação do sossego,122
16746808,2022-01-06,5071,Perturbação do sossego,18
16747104,2022-01-06,5071,Perturbação do sossego,144
16747228,2022-01-06,5071,Perturbação do sossego,24
16747294,2022-01-06,5071,Perturbação do sossego,86
16747356,2022-01-06,5071,Perturbação do sossego,21
16747378,2022-01-06,5071,Perturbação do sossego,144
16747422,2022-01-06,5071,Perturbação do sossego,74
16747542,2022-01-06,5071,Perturbação do sossego,24
16747571,2022-01-06,5071,Perturbação do sossego,98
16747582,2022-01-06,5071,Perturbação do sossego,107
16747586,2022-01-06,5071,Perturbação do sossego,24
16747590,2022-01-06,5071,Perturbação do sossego,19
16747601,2022-01-06,5071,Perturbação do sossego,19
16747625,2022-01-06,5071,Perturbação do sossego,5
16747628,2022-01-06,5071,Perturbação do sossego,5
16747629,2022-01-06,5071,Perturbação do sossego,84
16747635,2022-01-06,5071,Perturbação do sossego,84
16747648,2022-01-06,5071,Perturbação do sossego,74
16747654,2022-01-07,5071,Perturbação do sossego,38
16747659,2022-01-07,5071,Perturbação do sossego,77
16747667,2022-01-07,5071,Perturbação do sossego,5
16747713,2022-01-07,5071,Perturbação do sossego,24
16747842,2022-01-07,5071,Perturbação do sossego,63
16747910,2022-01-07,5071,Perturbação do sossego,119
16748207,2022-01-07,5071,Perturbação do sossego,98
16748224,2022-01-07,5071,Perturbação do sossego,144
16748471,2022-01-07,5071,Perturbação do sossego,5
16748487,2022-01-07,5071,Perturbação do sossego,59
16748672,2022-01-07,5071,Perturbação do sossego,158
16748788,2022-01-07,5071,Perturbação do sossego,139
16749015,2022-01-07,5071,Perturbação do sossego,122
16749020,2022-01-07,5071,Perturbação do sossego,128
16749202,2022-01-07,5071,Perturbação do sossego,83
16749621,2022-01-07,5071,Perturbação do sossego,15
16749637,2022-01-07,5071,Perturbação do sossego,76
16749802,2022-01-07,5071,Perturbação do sossego,128
16750294,2022-01-07,5071,Perturbação do sossego,161
16750637,2022-01-07,5071,Perturbação do sossego,5
16750953,2022-01-07,5071,Perturbação do sossego,132
16751046,2022-01-07,5071,Perturbação do sossego,5
16751077,2022-01-07,5071,Perturbação do sossego,149
16751384,2022-01-07,5071,Perturbação do sossego,144
16751420,2022-01-07,5071,Perturbação do sossego,110
16751438,2022-01-07,5071,Perturbação do sossego,144
16751532,2022-01-07,5071,Perturbação do sossego,33
16751551,2022-01-07,5071,Perturbação do sossego,36
16751703,2022-01-07,5071,Perturbação do sossego,35
16751709,2022-01-07,5071,Perturbação do sossego,6
16751760,2022-01-07,5071,Perturbação do sossego,
16751775,2022-01-07,5071,Perturbação do sossego,20
16751785,2022-01-07,5071,Perturbação do sossego,24
16751791,2022-01-07,5071,Perturbação do sossego,18
16751796,2022-01-07,5071,Perturbação do sossego,63
16751802,2022-01-07,5071,Perturbação do sossego,36
16751805,2022-01-07,5071,Perturbação do sossego,20
16751809,2022-01-07,5071,Perturbação do sossego,66
16751841,2022-01-07,5071,Perturbação do sossego,148
16751846,2022-01-07,5071,Perturbação do sossego,
16751852,2022-01-07,5071,Perturbação do sossego,22
16751856,2022-01-07,5071,Perturbação do sossego,115
16751857,2022-01-07,5071,Perturbação do sossego,86
16751862,2022-01-07,5071,Perturbação do sossego,33
16751866,2022-01-07,5071,Perturbação do sossego,86
16751878,2022-01-07,5071,Perturbação do sossego,33
16751881,2022-01-07,5071,Perturbação do sossego,33
16751883,2022-01-07,5071,Perturbação do sossego,132
16751885,2022-01-07,5071,Perturbação do sossego,66
16751887,2022-01-07,5071,Perturbação do sossego,144
16751890,2022-01-07,5071,Perturbação do sossego,148
16751897,2022-01-07,5071,Perturbação do sossego,24
16751900,2022-01-07,5071,Perturbação do sossego,132
16751905,2022-01-07,5071,Perturbação do sossego,43
16751910,2022-01-07,5071,Perturbação do sossego,144
16751912,2022-01-07,5071,Perturbação do sossego,121
16751916,2022-01-07,5071,Perturbação do sossego,33
16751917,2022-01-07,5071,Perturbação do sossego,102
16751925,2022-01-07,5071,Perturbação do sossego,4
16751936,2022-01-08,5071,Perturbação do sossego,5
16751938,2022-01-08,5071,Perturbação do sossego,20
16751944,2022-01-08,5071,Perturbação do sossego,161
16751947,2022-01-08,5071,Perturbação do sossego,161
16751952,2022-01-08,5071,Perturbação do sossego,27
16751955,2022-01-08,5071,Perturbação do sossego,63
16751956,2022-01-08,5071,Perturbação do sossego,132
16751960,2022-01-08,5071,Perturbação do sossego,5
16751961,2022-01-08,5071,Perturbação do sossego,5
16751962,2022-01-08,5071,Perturbação do sossego,5
16751963,2022-01-08,5071,Perturbação do sossego,5
16751993,2022-01-08,5071,Perturbação do sossego,90
16751997,2022-01-08,5071,Perturbação do sossego,132
16752016,2022-01-08,5071,Perturbação do sossego,122
16752026,2022-01-08,5071,Perturbação do sossego,132
16752064,2022-01-08,5071,Perturbação do sossego,33
16752089,2022-01-08,5071,Perturbação do sossego,10
16752176,2022-01-08,5071,Perturbação do sossego,17
16752227,2022-01-08,5071,Perturbação do sossego,144
16752255,2022-01-08,5071,Perturbação do sossego,122
16752390,2022-01-08,5071,Perturbação do sossego,36
16752512,2022-01-08,5071,Perturbação do sossego,33
16752664,2022-01-08,5071,Perturbação do sossego,63
16753011,2022-01-08,5071,Perturbação do sossego,33
16753013,2022-01-08,5071,Perturbação do sossego,33
16753096,2022-01-08,5071,Perturbação do sossego,74
16753166,2022-01-08,5071,Perturbação do sossego,36
16753197,2022-01-08,5071,Perturbação do sossego,144
16753203,2022-01-08,5071,Perturbação do sossego,33
16753289,2022-01-08,5071,Perturbação do sossego,131
16753301,2022-01-08,5071,Perturbação do sossego,63
16753304,2022-01-08,5071,Perturbação do sossego,141
16753333,2022-01-08,5071,Perturbação do sossego,14
16753345,2022-01-08,5071,Perturbação do sossego,14
16753371,2022-01-08,5071,Perturbação do sossego,
16753380,2022-01-08,5071,Perturbação do sossego,69
16753390,2022-01-08,5071,Perturbação do sossego,44
16753488,2022-01-08,5071,Perturbação do sossego,65
16753527,2022-01-08,5071,Perturbação do sossego,144
16753583,2022-01-08,5071,Perturbação do sossego,144
16753621,2022-01-08,5071,Perturbação do sossego,152
16753634,2022-01-08,5071,Perturbação do sossego,83
16753647,2022-01-08,5071,Perturbação do sossego,7
16753652,2022-01-08,5071,Perturbação do sossego,24
16753661,2022-01-08,5071,Perturbação do sossego,144
16753673,2022-01-08,5071,Perturbação do sossego,101
16753693,2022-01-08,5071,Perturbação do sossego,43
16753695,2022-01-08,5071,Perturbação do sossego,24
16753699,2022-01-08,5071,Perturbação do sossego,15
16753711,2022-01-08,5071,Perturbação do sossego,152
16753743,2022-01-08,5071,Perturbação do sossego,132
16753779,2022-01-08,5071,Perturbação do sossego,53
16753805,2022-01-08,5071,Perturbação do sossego,149
16753826,2022-01-08,5071,Perturbação do sossego,141
16753830,2022-01-08,5071,Perturbação do sossego,50
16753857,2022-01-08,5071,Perturbação do sossego,15
16753863,2022-01-08,5071,Perturbação do sossego,72
16753889,2022-01-08,5071,Perturbação do sossego,76
16753907,2022-01-08,5071,Perturbação do sossego,42
16753916,2022-01-08,5071,Perturbação do sossego,71
16753929,2022-01-08,5071,Perturbação do sossego,37
16753931,2022-01-08,5071,Perturbação do sossego,74
16753942,2022-01-08,5071,Perturbação do sossego,5
16753945,2022-01-08,5071,Perturbação do sossego,24
16753947,2022-01-08,5071,Perturbação do sossego,61
16753956,2022-01-08,5071,Perturbação do sossego,124
16753957,2022-01-08,5071,Perturbação do sossego,128
16753958,2022-01-08,5071,Perturbação do sossego,124
16753960,2022-01-08,5071,Perturbação do sossego,66
16753977,2022-01-08,5071,Perturbação do sossego,116
16753986,2022-01-08,5071,Perturbação do sossego,63
16753990,2022-01-08,5071,Perturbação do sossego,132
16753993,2022-01-08,5071,Perturbação do sossego,99
16753996,2022-01-08,5071,Perturbação do sossego,103
16754013,2022-01-08,5071,Perturbação do sossego,14
16754018,2022-01-08,5071,Perturbação do sossego,5
16754020,2022-01-08,5071,Perturbação do sossego,14
16754024,2022-01-08,5071,Perturbação do sossego,122
16754027,2022-01-08,5071,Perturbação do sossego,144
16754032,2022-01-08,5071,Perturbação do sossego,132
16754035,2022-01-08,5071,Perturbação do sossego,14
16754042,2022-01-08,5071,Perturbação do sossego,20
16754054,2022-01-08,5071,Perturbação do sossego,5
16754059,2022-01-08,5071,Perturbação do sossego,5
16754064,2022-01-09,5071,Perturbação do sossego,5
16754066,2022-01-09,5071,Perturbação do sossego,144
16754069,2022-01-09,5071,Perturbação do sossego,144
16754073,2022-01-09,5071,Perturbação do sossego,20
16754082,2022-01-09,5071,Perturbação do sossego,5
16754086,2022-01-09,5071,Perturbação do sossego,5
16754089,2022-01-09,5071,Perturbação do sossego,161
16754091,2022-01-09,5071,Perturbação do sossego,82
16754092,2022-01-09,5071,Perturbação do sossego,99
16754094,2022-01-09,5071,Perturbação do sossego,132
16754095,2022-01-09,5071,Perturbação do sossego,21
16754096,2022-01-09,5071,Perturbação do sossego,26
16754103,2022-01-09,5071,Perturbação do sossego,10
16754104,2022-01-09,5071,Perturbação do sossego,116
16754108,2022-01-09,5071,Perturbação do sossego,43
16754111,2022-01-09,5071,Perturbação do sossego,74
16754117,2022-01-09,5071,Perturbação do sossego,128
16754120,2022-01-09,5071,Perturbação do sossego,144
16754121,2022-01-09,5071,Perturbação do sossego,5
16754123,2022-01-09,5071,Perturbação do sossego,76
16754126,2022-01-09,5071,Perturbação do sossego,27
16754128,2022-01-09,5071,Perturbação do sossego,132
16754131,2022-01-09,5071,Perturbação do sossego,20
16754134,2022-01-09,5071,Perturbação do sossego,20
16754145,2022-01-09,5071,Perturbação do sossego,128
16754158,2022-01-09,5071,Perturbação do sossego,158
16754159,2022-01-09,5071,Perturbação do sossego,158
16754163,2022-01-09,5071,Perturbação do sossego,144
16754169,2022-01-09,5071,Perturbação do sossego,116
16754173,2022-01-09,5071,Perturbação do sossego,5
16754196,2022-01-09,5071,Perturbação do sossego,17
16754203,2022-01-09,5071,Perturbação do sossego,17
16754219,2022-01-09,5071,Perturbação do sossego,10
16754262,2022-01-09,5071,Perturbação do sossego,99
16754298,2022-01-09,5071,Perturbação do sossego,139
16754336,2022-01-09,5071,Perturbação do sossego,128
16754356,2022-01-09,5071,Perturbação do sossego,12
16754475,2022-01-09,5071,Perturbação do sossego,127
16754592,2022-01-09,5071,Perturbação do sossego,122
16754602,2022-01-09,5071,Perturbação do sossego,96
16754619,2022-01-09,5071,Perturbação do sossego,38
16754652,2022-01-09,5071,Perturbação do sossego,26
16754662,2022-01-09,5071,Perturbação do sossego,132
16754685,2022-01-09,5071,Perturbação do sossego,63
16754687,2022-01-09,5071,Perturbação do sossego,24
16754697,2022-01-09,5071,Perturbação do sossego,25
16754777,2022-01-09,5071,Perturbação do sossego,132
16754799,2022-01-09,5071,Perturbação do sossego,20
16754828,2022-01-09,5071,Perturbação do sossego,63
16754833,2022-01-09,5071,Perturbação do sossego,63
16754835,2022-01-09,5071,Perturbação do sossego,66
16754841,2022-01-09,5071,Perturbação do sossego,33
16754880,2022-01-09,5071,Perturbação do sossego,50
16754883,2022-01-09,5071,Perturbação do sossego,91
16755013,2022-01-09,5071,Perturbação do sossego,91
16755030,2022-01-09,5071,Perturbação do sossego,141
16755067,2022-01-09,5071,Perturbação do sossego,61
16755069,2022-01-09,5071,Perturbação do sossego,61
16755070,2022-01-09,5071,Perturbação do sossego,61
16755074,2022-01-09,5071,Perturbação do sossego,61
16755118,2022-01-09,5071,Perturbação do sossego,14
16755124,2022-01-09,5071,Perturbação do sossego,99
16755126,2022-01-09,5071,Perturbação do sossego,99
16755134,2022-01-09,5071,Perturbação do sossego,61
16755154,2022-01-09,5071,Perturbação do sossego,63
16755199,2022-01-09,5071,Perturbação do sossego,63
16755224,2022-01-09,5071,Perturbação do sossego,76
16755237,2022-01-09,5071,Perturbação do sossego,42
16755240,2022-01-09,5071,Perturbação do sossego,42
16755244,2022-01-09,5071,Perturbação do sossego,42
16755251,2022-01-09,5071,Perturbação do sossego,42
16755262,2022-01-09,5071,Perturbação do sossego,36
16755326,2022-01-09,5071,Perturbação do sossego,146
16755334,2022-01-09,5071,Perturbação do sossego,91
16755341,2022-01-09,5071,Perturbação do sossego,36
16755345,2022-01-09,5071,Perturbação do sossego,146
16755397,2022-01-09,5071,Perturbação do sossego,102
16755445,2022-01-09,5071,Perturbação do sossego,144
16755450,2022-01-09,5071,Perturbação do sossego,144
16755477,2022-01-09,5071,Perturbação do sossego,18
16755478,2022-01-09,5071,Perturbação do sossego,18
16755480,2022-01-09,5071,Perturbação do sossego,110
16755483,2022-01-09,5071,Perturbação do sossego,132
16755486,2022-01-09,5071,Perturbação do sossego,132
16755490,2022-01-09,5071,Perturbação do sossego,132
16755495,2022-01-09,5071,Perturbação do sossego,132
16755517,2022-01-09,5071,Perturbação do sossego,82
16755556,2022-01-09,5071,Perturbação do sossego,84
16755602,2022-01-09,5071,Perturbação do sossego,66
16755620,2022-01-09,5071,Perturbação do sossego,151
16755622,2022-01-09,5071,Perturbação do sossego,144
16755650,2022-01-09,5071,Perturbação do sossego,29
16755659,2022-01-09,5071,Perturbação do sossego,5
16755677,2022-01-09,5071,Perturbação do sossego,29
16755684,2022-01-09,5071,Perturbação do sossego,90
16755688,2022-01-09,5071,Perturbação do sossego,14
16755694,2022-01-09,5071,Perturbação do sossego,14
16755706,2022-01-09,5071,Perturbação do sossego,20
16755712,2022-01-09,5071,Perturbação do sossego,38
16755716,2022-01-09,5071,Perturbação do sossego,26
16755718,2022-01-09,5071,Perturbação do sossego,14
16755722,2022-01-09,5071,Perturbação do sossego,26
16755724,2022-01-09,5071,Perturbação do sossego,132
16755731,2022-01-09,5071,Perturbação do sossego,43
16755766,2022-01-09,5071,Perturbação do sossego,18
16755776,2022-01-09,5071,Perturbação do sossego,132
16755780,2022-01-09,5071,Perturbação do sossego,66
16755784,2022-01-09,5071,Perturbação do sossego,63
16755788,2022-01-09,5071,Perturbação do sossego,24
16755795,2022-01-09,5071,Perturbação do sossego,66
16755807,2022-01-09,5071,Perturbação do sossego,5
16755809,2022-01-09,5071,Perturbação do sossego,83
16755810,2022-01-09,5071,Perturbação do sossego,83
16755823,2022-01-09,5071,Perturbação do sossego,148
16755824,2022-01-09,5071,Perturbação do sossego,148
16755846,2022-01-10,5071,Perturbação do sossego,20
16755847,2022-01-10,5071,Perturbação do sossego,132
16755850,2022-01-10,5071,Perturbação do sossego,20
16755853,2022-01-10,5071,Perturbação do sossego,24
16755868,2022-01-10,5071,Perturbação do sossego,10
16755889,2022-01-10,5071,Perturbação do sossego,76
